site;quadrat;year;percentCover_all;percentCover_macroalgae;percentCover_CTB;Orbicella;Montastrea_cavernosa;Agaricia;Colpophyllia;Dendrogyra;Dichocoenia;Diploria;Eusmilia;Favia;Madracis;Meandrina;Mussa;Porites;Stephanocoenia;Siderastrea;Manicina;Mycetopohyllia;Acropora;Isophyllia;Scolymia;Millepora
Cabritte Horn;_L176226.JPG;11_2017;3.74;60.96;12.83;0.00;0.00;1.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.14;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176227.JPG;11_2017;1.09;15.30;34.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.55;0.00;0.55;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176228.JPG;11_2017;0.58;21.51;16.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.58;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176229.JPG;11_2017;1.09;20.77;38.80;0.00;0.00;0.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.55;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176230.JPG;11_2017;3.06;47.45;5.61;0.51;0.00;0.51;0.00;0.00;0.00;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176231.JPG;11_2017;11.40;26.42;20.73;0.00;0.00;4.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.55;0.00;5.18;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176232.JPG;11_2017;31.91;31.91;11.17;8.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.13;0.00;21.28;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176233.JPG;11_2017;7.10;37.16;15.85;1.09;0.00;1.64;0.00;0.00;0.00;0.00;0.00;0.55;0.00;3.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176234.JPG;11_2017;3.93;29.21;25.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.93;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176235.JPG;11_2017;5.62;20.79;34.83;3.37;0.00;2.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176236.JPG;11_2017;3.26;32.61;20.65;0.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176237.JPG;11_2017;1.05;31.58;4.74;0.00;0.00;0.00;0.00;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176238.JPG;11_2017;10.00;49.47;6.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176239.JPG;11_2017;0.00;11.60;3.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176240.JPG;11_2017;1.10;17.68;10.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.10;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176241.JPG;11_2017;18.23;20.44;9.94;6.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.60;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176242.JPG;11_2017;3.93;14.44;11.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.78;0.60;0.56;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176243.JPG;11_2017;9.24;51.63;4.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176244.JPG;11_2017;0.00;28.72;10.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176246.JPG;11_2017;1.60;24.47;24.47;0.53;1.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176247.JPG;11_2017;5.00;11.67;7.22;1.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176249.JPG;11_2017;1.55;16.58;14.51;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.04;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176250.JPG;11_2017;1.04;7.81;8.85;1.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176251.JPG;11_2017;0.54;7.57;0.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176252.JPG;11_2017;3.83;14.21;9.84;1.09;0.00;0.00;0.00;0.00;0.00;2.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176253.JPG;11_2017;7.29;41.67;25.00;0.00;0.00;0.00;0.00;0.00;0.00;1.56;0.00;0.00;0.00;0.00;0.00;1.04;0.00;4.69;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176254.JPG;11_2017;17.20;13.98;9.14;9.68;6.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176255.JPG;11_2017;19.89;55.91;6.45;2.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.84;0.00;12.37;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176257.JPG;11_2017;16.02;27.62;19.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.21;0.00;13.81;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176258.JPG;11_2017;0.53;28.88;25.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176259.JPG;11_2017;7.39;9.66;29.55;1.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.68;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176260.JPG;11_2017;1.71;16.57;53.71;1.14;0.00;0.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176261.JPG;11_2017;16.47;9.41;47.65;16.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176262.JPG;11_2017;0.00;15.14;52.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176263.JPG;11_2017;0.54;18.28;45.16;0.00;0.00;0.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176264.JPG;11_2017;0.00;4.62;14.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Cabritte Horn;_L176265.JPG;11_2017;8.33;5.00;7.22;7.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.11;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176406.JPG;11_2017;2.66;73.94;15.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.13;0.00;0.53;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176407.JPG;11_2017;0.00;50.28;29.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176408.JPG;11_2017;0.53;48.66;47.06;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176409.JPG;11_2017;7.94;40.21;35.45;3.17;2.65;0.00;0.00;0.00;0.00;2.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176410.JPG;11_2017;1.60;59.36;27.27;0.00;0.00;1.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176411.JPG;11_2017;10.00;61.05;23.16;0.00;8.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.58;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176412.JPG;11_2017;3.13;43.75;47.40;1.04;1.56;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176413.JPG;11_2017;0.00;32.29;34.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176414.JPG;11_2017;0.52;14.43;67.53;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176415.JPG;11_2017;0.00;57.73;32.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176416.JPG;11_2017;0.00;34.90;13.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176418.JPG;11_2017;0.52;69.07;20.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176419.JPG;11_2017;2.07;72.02;17.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.07;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176420.JPG;11_2017;1.56;68.75;23.44;0.00;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176421.JPG;11_2017;0.00;41.45;45.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176422.JPG;11_2017;1.02;47.96;42.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176423.JPG;11_2017;0.00;69.68;22.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176424.JPG;11_2017;15.54;46.63;24.35;14.51;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176425.JPG;11_2017;0.00;54.64;43.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176426.JPG;11_2017;0.00;29.74;60.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176427.JPG;11_2017;3.63;70.98;21.24;2.07;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176428.JPG;11_2017;11.92;35.23;32.12;11.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176429.JPG;11_2017;0.53;65.79;25.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176430.JPG;11_2017;1.54;69.74;16.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;1.03;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176431.JPG;11_2017;10.53;72.63;11.05;7.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.11;0.00;0.53;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176432.JPG;11_2017;0.52;56.77;37.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176433.JPG;11_2017;3.11;21.76;67.36;1.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.55;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176434.JPG;11_2017;4.15;29.53;61.14;2.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.07;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176435.JPG;11_2017;19.47;31.58;33.16;15.79;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.00;2.11;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176436.JPG;11_2017;2.05;23.59;67.69;2.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176437.JPG;11_2017;3.61;31.96;46.39;0.00;0.00;1.03;0.00;0.00;0.00;2.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176438.JPG;11_2017;6.12;66.84;16.84;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176439.JPG;11_2017;0.00;58.97;30.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176440.JPG;11_2017;2.03;37.06;50.25;0.00;1.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176441.JPG;11_2017;21.05;54.21;10.00;8.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.89;1.05;0.00;3.68;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176442.JPG;11_2017;0.52;65.45;24.08;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176443.JPG;11_2017;0.00;33.50;49.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176444.JPG;11_2017;1.03;24.23;54.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176445.JPG;11_2017;3.08;63.08;29.23;0.00;0.51;0.00;0.00;0.00;0.00;1.03;0.00;0.00;0.00;0.00;0.00;1.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
East Tektite;_L176446.JPG;11_2017;2.59;73.06;12.95;0.00;0.00;0.00;0.00;0.00;0.00;1.04;0.00;0.00;0.00;0.00;0.00;1.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176319.JPG;11_2017;0.52;36.65;52.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176320.JPG;11_2017;0.00;27.07;32.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176321.JPG;11_2017;1.04;35.75;53.89;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176322.JPG;11_2017;0.54;27.03;58.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.54;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176323.JPG;11_2017;0.55;22.53;37.91;0.00;0.00;0.00;0.00;0.00;0.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176324.JPG;11_2017;0.55;53.01;41.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.55;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176326.JPG;11_2017;1.05;42.63;36.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.05;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176327.JPG;11_2017;0.53;48.40;18.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176328.JPG;11_2017;1.09;63.59;29.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.09;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176329.JPG;11_2017;0.51;52.82;45.13;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176330.JPG;11_2017;0.52;63.73;23.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176331.JPG;11_2017;1.06;13.76;69.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.06;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176332.JPG;11_2017;1.63;21.20;60.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.08;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176333.JPG;11_2017;1.59;19.58;73.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.59;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176334.JPG;11_2017;0.52;50.26;49.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176335.JPG;11_2017;2.08;51.56;16.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.08;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176336.JPG;11_2017;3.24;41.62;42.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176337.JPG;11_2017;0.00;75.54;11.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176338.JPG;11_2017;0.00;49.73;45.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176339.JPG;11_2017;1.06;92.06;3.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.06;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176340.JPG;11_2017;0.55;54.10;45.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.55;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176341.JPG;11_2017;4.21;38.42;51.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.05;0.00;3.16;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176342.JPG;11_2017;0.00;9.79;35.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176343.JPG;11_2017;1.62;63.78;18.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.62;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176344.JPG;11_2017;0.00;31.75;22.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176345.JPG;11_2017;4.19;45.03;28.27;0.00;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.14;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176346.JPG;11_2017;2.67;47.06;44.39;0.00;0.00;0.00;0.00;0.00;1.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.60;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176347.JPG;11_2017;4.10;60.51;27.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.10;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176348.JPG;11_2017;0.55;41.53;43.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.55;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176349.JPG;11_2017;6.38;57.98;22.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.32;0.00;1.06;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176350.JPG;11_2017;0.00;97.31;2.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176351.JPG;11_2017;4.84;74.73;15.59;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176352.JPG;11_2017;1.07;63.64;34.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.07;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176353.JPG;11_2017;0.00;59.24;30.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176354.JPG;11_2017;1.06;53.97;34.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.06;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176355.JPG;11_2017;1.62;65.41;28.11;0.00;0.00;0.00;0.00;0.00;0.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.08;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176356.JPG;11_2017;0.52;30.37;50.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.00;0.00;999
Europa Bay;_L176357.JPG;11_2017;4.86;37.84;52.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.32;0.00;0.54;0.00;0.00;0.00;0.00;0.00;999
Neptunes Table;_L176271;11_2017;1.09;66.12;16.94;1.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Neptunes Table;_L176272;11_2017;1.66;59.12;28.73;1.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Neptunes Table;_L176274;11_2017;0.57;74.86;15.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.57;0.00;0.00;0.00;0.00;0.00;999
Neptunes Table;_L176275;11_2017;0.00;47.49;43.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
Neptunes Table;_L176276;11_2017;0.00;52.46;22.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;999
